안전인증번호,인증업체코드,업체명,인증업체주소,접수번호,인증서발행일,적용안전기준,인증서상태,모델명,파생모델명,인증품목명,인증구분,제조국가
ABA71-D001-19001,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400120190827006,2019-07-24,(종전)「승강기 안전검사기준」별표 1,반납,ACD3 MR_GM1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D001-19001,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400120191022010,2019-07-24,(종전)「승강기 안전검사기준」별표 1,반납,ACD3 MR_GM1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D001-19002,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400120190418003,2019-07-24,(종전)「승강기 안전검사기준」별표 1,회수,ACD4 MR GM1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D001-19003,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400120190418004,2019-07-24,(종전)「승강기 안전검사기준」별표 1,회수,ACD4 MR_GM2,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D001-19003,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400120190827003,2019-07-24,(종전)「승강기 안전검사기준」별표 1,회수,ACD4 MR_GM2,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D001-19003,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400120191014010,2019-07-24,(종전)「승강기 안전검사기준」별표 1,회수,ACD4 MR_GM2,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D001-19004,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400120190418005,2019-07-24,(종전)「승강기 안전검사기준」별표 1,회수,ACD4 MRL_GR,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D001-19004,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400120190827004,2019-07-24,(종전)「승강기 안전검사기준」별표 1,회수,ACD4 MRL_GR,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D001-19004,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400120191001002,2019-07-24,(종전)「승강기 안전검사기준」별표 1,회수,ACD4 MRL_GR,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D001-19004,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400120191016009,2019-07-24,(종전)「승강기 안전검사기준」별표 1,회수,ACD4 MRL_GR,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D001-19004,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400120191023009,2019-07-24,(종전)「승강기 안전검사기준」별표 1,회수,ACD4 MRL_GR,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D001-19004,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400120191114011,2019-07-24,(종전)「승강기 안전검사기준」별표 1,회수,ACD4 MRL_GR,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D001-19004,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400120200605100,2019-07-24,(종전)「승강기 안전검사기준」별표 1,회수,ACD4 MRL_GR,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D001-19004,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400120201111100,2019-07-24,(종전)「승강기 안전검사기준」별표 1,회수,ACD4 MRL_GR,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D001-19005,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400120190418006,2019-07-24,(종전)「승강기 안전검사기준」별표 1,회수,ACD5 MR_GM1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D001-19005,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400120190827005,2019-07-24,(종전)「승강기 안전검사기준」별표 1,회수,ACD5 MR_GM1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D001-19005,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400120191001001,2019-07-24,(종전)「승강기 안전검사기준」별표 1,회수,ACD5 MR_GM1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D001-19005,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400120191016010,2019-07-24,(종전)「승강기 안전검사기준」별표 1,회수,ACD5 MR_GM1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA73-R002-19001,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400120190531001,2019-07-30,(종전)「승강기 안전검사기준」별표 3,반납,LNK 508,,에스컬레이터 > 에스컬레이터 > 일반형,모델,중국
ABA71-K001-19006,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400120190430006,2019-07-30,(종전)「승강기 안전검사기준」별표 1,회수,Evo1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-K001-19006,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400120191115101,2019-07-30,(종전)「승강기 안전검사기준」별표 1,회수,Evo1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-K001-19006,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400120200423100,2019-07-30,(종전)「승강기 안전검사기준」별표 1,회수,Evo1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-K001-19006,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400120200828102,2019-07-30,(종전)「승강기 안전검사기준」별표 1,회수,Evo1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA73-R002-19001,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400120191202101,2019-07-30,(종전)「승강기 안전검사기준」별표 3,반납,LNK 508,,에스컬레이터 > 에스컬레이터 > 일반형,모델,중국
ABA73-R002-19001,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400120201012102,2019-07-30,(종전)「승강기 안전검사기준」별표 3,반납,LNK 508,,에스컬레이터 > 에스컬레이터 > 일반형,모델,중국
ABA73-R003-19001,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400120190524001,2019-08-09,(종전)「승강기 안전검사기준」별표 3,반납,Velino(FT시리즈),,에스컬레이터 > 에스컬레이터 > 일반형,모델,중국
ABA73-R003-19001,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400120200722104,2019-08-09,(종전)「승강기 안전검사기준」별표 3,반납,Velino(FT시리즈),,에스컬레이터 > 에스컬레이터 > 일반형,모델,중국
ABA73-R003-19001,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400120200910100,2019-08-09,(종전)「승강기 안전검사기준」별표 3,반납,Velino(FT시리즈),,에스컬레이터 > 에스컬레이터 > 일반형,모델,중국
ABA71-D001-19002,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400120190827002,2019-08-29,(종전)「승강기 안전검사기준」별표 1,회수,ACD4 MR GM1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19001,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120190514001,2019-08-29,(종전)「승강기 안전검사기준」별표 1,회수,WBHS(E),,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19001,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120191002001,2019-08-29,(종전)「승강기 안전검사기준」별표 1,회수,WBHS(E),,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19001,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120191105202,2019-08-29,(종전)「승강기 안전검사기준」별표 1,회수,WBHS(E),,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19001,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120191219100,2019-08-29,(종전)「승강기 안전검사기준」별표 1,회수,WBHS(E),,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19001,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120200117100,2019-08-29,(종전)「승강기 안전검사기준」별표 1,회수,WBHS(E),,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19001,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120200324100,2019-08-29,(종전)「승강기 안전검사기준」별표 1,회수,WBHS(E),,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19001,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120200612100,2019-08-29,(종전)「승강기 안전검사기준」별표 1,회수,WBHS(E),,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19002,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120190514003,2019-08-29,(종전)「승강기 안전검사기준」별표 1,회수,WBLX(E),,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19002,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120200312100,2019-08-29,(종전)「승강기 안전검사기준」별표 1,회수,WBLX(E),,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19002,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120200519100,2019-08-29,(종전)「승강기 안전검사기준」별표 1,회수,WBLX(E),,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19003,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120190514004,2019-08-29,(종전)「승강기 안전검사기준」별표 1,회수,WBSS(E),,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-M001-19001,920080056,누리엔지엔지니어링,경상남도 거창군 남상면 승강기길 66-33,C400120190524002,2019-09-17,승강기안전기준 별표 22,반납,NETIS MOR,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19002,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120191002002,2019-10-02,(종전)「승강기 안전검사기준」별표 1,회수,WBLX(E),,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19003,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120191002003,2019-10-02,(종전)「승강기 안전검사기준」별표 1,회수,WBSS(E),,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-K001-19007,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400120190430007,2019-10-07,(종전)「승강기 안전검사기준」별표 1,반납,Evo2,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D001-19002,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400120191014009,2019-10-16,(종전)「승강기 안전검사기준」별표 1,회수,ACD4 MR GM1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D001-19006,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400120190819006,2019-10-23,승강기안전기준 별표 22,회수,ACD5 MR GM1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D001-19006,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400120191106012,2019-10-23,승강기안전기준 별표 22,회수,ACD5 MR GM1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D001-19006,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400120200123101,2019-10-23,승강기안전기준 별표 22,회수,ACD5 MR GM1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D001-19006,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400120200224100,2019-10-23,승강기안전기준 별표 22,회수,ACD5 MR GM1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D001-19006,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400120200520100,2019-10-23,승강기안전기준 별표 22,회수,ACD5 MR GM1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D001-19007,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400120190819005,2019-10-23,승강기안전기준 별표 22,회수,ACD4 MRL GR1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D001-19007,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400120191106011,2019-10-23,승강기안전기준 별표 22,회수,ACD4 MRL GR1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D001-19007,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400120191129100,2019-10-23,승강기안전기준 별표 22,회수,ACD4 MRL GR1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D001-19007,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400120191206100,2019-10-23,승강기안전기준 별표 22,회수,ACD4 MRL GR1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D001-19007,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400120200123100,2019-10-23,승강기안전기준 별표 22,회수,ACD4 MRL GR1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D001-19007,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400120200520101,2019-10-23,승강기안전기준 별표 22,회수,ACD4 MRL GR1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D001-19007,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400120200611100,2019-10-23,승강기안전기준 별표 22,회수,ACD4 MRL GR1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19004,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120190828009,2019-11-05,승강기안전기준 별표 22,회수,WBSS-GY-2,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19004,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120191114202,2019-11-05,승강기안전기준 별표 22,회수,WBSS-GY-2,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19004,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120191216102,2019-11-05,승강기안전기준 별표 22,회수,WBSS-GY-2,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19004,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120200217100,2019-11-05,승강기안전기준 별표 22,회수,WBSS-GY-2,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19004,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120200327103,2019-11-05,승강기안전기준 별표 22,회수,WBSS-GY-2,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19004,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120200528100,2019-11-05,승강기안전기준 별표 22,회수,WBSS-GY-2,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19004,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120200722100,2019-11-05,승강기안전기준 별표 22,회수,WBSS-GY-2,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19005,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120190828008,2019-11-05,승강기안전기준 별표 22,회수,WBLX-GT-3,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19005,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120191114201,2019-11-05,승강기안전기준 별표 22,회수,WBLX-GT-3,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19005,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120191203100,2019-11-05,승강기안전기준 별표 22,회수,WBLX-GT-3,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19005,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120200217101,2019-11-05,승강기안전기준 별표 22,회수,WBLX-GT-3,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19005,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120200327102,2019-11-05,승강기안전기준 별표 22,회수,WBLX-GT-3,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19005,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120200420100,2019-11-05,승강기안전기준 별표 22,회수,WBLX-GT-3,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19005,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120201118102,2019-11-05,승강기안전기준 별표 22,회수,WBLX-GT-3,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19006,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120190828007,2019-11-05,승강기안전기준 별표 22,반납,WBLX-GX-2,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19006,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120200211100,2019-11-05,승강기안전기준 별표 22,반납,WBLX-GX-2,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19006,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120200311100,2019-11-05,승강기안전기준 별표 22,반납,WBLX-GX-2,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19006,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120200408100,2019-11-05,승강기안전기준 별표 22,반납,WBLX-GX-2,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19006,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120200722102,2019-11-05,승강기안전기준 별표 22,반납,WBLX-GX-2,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19006,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120201118101,2019-11-05,승강기안전기준 별표 22,반납,WBLX-GX-2,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA73-R004-19001,920190032,한선엘리베이터,서울특별시 성동구 성수이로 147(성수동2가),C400120190627001,2019-11-06,승강기안전기준 별표 24,회수,HS200,,에스컬레이터 > 에스컬레이터 > 일반형,모델,중국
ABA73-R004-19001,920190032,한선엘리베이터,서울특별시 성동구 성수이로 147(성수동2가),C400120201028048,2019-11-06,승강기안전기준 별표 24,회수,HS200,,에스컬레이터 > 에스컬레이터 > 일반형,모델,중국
ABA71-M001-19001,920080056,누리엔지엔지니어링,경상남도 거창군 남상면 승강기길 66-33,C400120190918001,2019-11-12,승강기안전기준 별표 22,반납,NETIS MOR,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA73-R005-19001,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400020210416003,2019-11-12,승강기안전기준 별표 24,회수,S Series(FSCS_MST),,에스컬레이터 > 에스컬레이터 > 일반형,모델,중국
ABA73-R005-19001,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120200317101,2019-11-12,승강기안전기준 별표 24,회수,S Series(FSCS_MST),,에스컬레이터 > 에스컬레이터 > 일반형,모델,중국
ABA71-H001-19006,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120191114200,2019-11-19,승강기안전기준 별표 22,반납,WBLX-GX-2,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19007,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120190828010,2019-11-19,승강기안전기준 별표 22,반납,WBLX-GT-2,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19007,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120200122100,2019-11-19,승강기안전기준 별표 22,반납,WBLX-GT-2,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19007,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120200217102,2019-11-19,승강기안전기준 별표 22,반납,WBLX-GT-2,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19007,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120200409100,2019-11-19,승강기안전기준 별표 22,반납,WBLX-GT-2,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19007,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120200513100,2019-11-19,승강기안전기준 별표 22,반납,WBLX-GT-2,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19007,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400120200701101,2019-11-19,승강기안전기준 별표 22,반납,WBLX-GT-2,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-R001-19002,919890001,쉰들러엘리베이터,경기도 시흥시 산기대학로 60,C400120190813001,2019-11-20,승강기안전기준 별표 22,회수,S3300,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,중국
ABA71-R001-19002,919890001,쉰들러엘리베이터,경기도 시흥시 산기대학로 60,C400120200212101,2019-11-20,승강기안전기준 별표 22,회수,S3300,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,중국
ABA71-R001-19002,919890001,쉰들러엘리베이터,경기도 시흥시 산기대학로 60,C400120200422100,2019-11-20,승강기안전기준 별표 22,회수,S3300,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,중국
ABA71-K001-19008,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400120190822001,2019-11-25,승강기안전기준 별표 22,회수,ENTA-A,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-K001-19009,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400120190822002,2019-11-25,승강기안전기준 별표 22,반납,ENTA-B,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-K001-19010,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400120190822004,2019-11-25,승강기안전기준 별표 22,회수,META-R2-B,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-K001-19011,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400120190822003,2019-11-25,승강기안전기준 별표 22,반납,META-R2-D,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-K001-19002,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400120191115100,2019-11-27,(종전)「승강기 안전검사기준」별표 1,회수,Elexess2,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-K001-19002,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400120200512102,2019-11-27,(종전)「승강기 안전검사기준」별표 1,회수,Elexess2,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-K001-19002,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400120200828103,2019-11-27,(종전)「승강기 안전검사기준」별표 1,회수,Elexess2,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
